"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JICPW8FP","presentation","2023","de Boor, Johannes; Ayachi, Sahar; Deshpande, Deshpande; Park, Sungjin; Bahrami, Amin; He, Ran; Ying, Pingjun; Nielsch, Kornelius; Ryu, Byungki; Park, SuDong; Mueller, Eckhard","(invited) Combining electronic defect calculations with microprobe meas-urements for accelerated Mg2X-based TE device development","","","","","","Thermoelectric devices require, on the one hand, high performance functional materials and, on the other hand, an optimized interface design to minimize losses on the device level. During the devel-opment of Mg2X (X = Si,Sn)-based thermoelectric generators we have repeatedly observed a (local) change of the Seebeck coefficient of the TE material arising from the interface with the contacting electrode. This phenomenon is observed for several electrode materials attached to Mg2X but also for other thermoelectric materials, and is related to the interdiffusion of doping species from the elec-trode into the TE material forming charged point defects. As TE materials require optimized carrier concentration, a change of carrier concentration results in a performance degradation. Hence, elec-trode-induced point defect formation is a major obstacle for the design of thermoelectric devices.  To address this challenge, we have developed an electrode pre-selection method based on first-principles electronic structure calculations of charged defect formation energies. Comparing the for-mation energies of intended point defects (to adjust optimal doping concentration) and potential elec-trode induced defects we can predict changes in the carrier concentration of the TE material. The cal-culation predictions for various candidate electrode materials are compared with microprobe meas-urements of the Seebeck coefficient. Excellent agreement was obtained, qualifying our approach as a method to exclude or shortlist elements as interface materials. A further challenge in understanding the electrode-TE material interaction (and the development of Mg2X-based TEG) is that degradation can also arise due to Mg loss from the Mg2X TE material, which changes the density of Mg-related intrinsic point defects and causes a detrimental change in carrier concentration. To distinguish between both degradation mechanisms, we have performed comparative stability investigations on Mg2X samples with and without ALD coating to suppress Mg sublimation. Cu as an electrode causes a significant carrier compensation, with Mg loss by sublima-tion a possible, small additive effect (for unprotected samples) while for Al contacts, Mg sublimation is the more relevant degradation mechanism, in agreement with the predictions from the DFT results. The principle approach is transferable to other material systems.","2023-06-21","2023-03-26 09:24:26","2025-04-24 15:15:23","","","","","","","","","","","","","","Seattle, US","","","Invited Oral","","","","","","","C:\Users\cta4r\Zotero\storage\DLHAHD5R\abstract_ICT_JdB_03.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICT 2023","","","","","","","","","","","","","","","",""
"FJQG3XJJ","presentation","2023","Park, JongHo; Chung, Jaywan; Ryu, Byungki; Park, SuDong","Fabrication of High Power Density Telluride-based Thermoelectric Generator Module for Mid-Temperature Applications below 550 oC","","","","","https://thermoelectric-conference.eu/","A high-power thermoelectric module is a critical component for thermoelectric power conversion [1,2]. In this study, we focus on the fabrication of a telluride-based thermoelectric power generator module for high power density in mid-temperature applications below 550 °C. We use N-type PbTe and P-type GeTe-based alloys, which have peak ZT values of 0.88 and 1.43 at 350°C and 450°C, respectively. To achieve high-electric power generation, we design a short-leg geometry and synthesize 3x3x2.5 mm3 legs by a one-step hot-press sintering process with 0.5 mm Co diffusion barriers at the ends of each leg. Then, we fabricate 2 P-N leg-pair power modules with Al2O3 electrically insulating substrates by soldering or brazing joining technique. The performance characteristics of our module are measured using a mini-PEM system [3]. Our high power module shows an output power of 1.28 W at a hot-side temperature is 547°C and a temperature difference of 512°C, corresponding to a very high leg-power density of up to 3.5 W/cm2. With device scaling technology of 8 P-N leg-pair AlN substrate or 50 P-N leg-pair Al2O3, a very high device-power density of 2.0 W/cm2 can be achieved when a leg spacing is 1 mm.    References [1] B. Ryu et al., Thermoelectric degrees of freedom determining thermoelectric efficency, iScience 24, 102934 (2021). [2] B. Ryu et al., Best thermoelectric efficiency of ever-explored materials, iScience 26, 106494 (2023) [3] X. Hu et al., J. Electron. Mater. 44. 1785 (2015) Acknowledgments This work was supported by KERI through NST funded by MSIT (23A01002) and by KETEP grant funded by MOTIE (2021202080023D).","2023-09-17","2023-04-14 08:34:36","2023-09-27 11:40:08","","","","","","","","","","","","","","Prague, Czech Republic","","","Poster","","","","","","","C:\Users\cta4r\Zotero\storage\X7EPG5R5\JongHo Park Abstract of the ECT 2023_BR.docx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19 th European Conference on Thermoelectrics (ECT 2023)","","","","","","","","","","","","","","","",""
"K2RS4G3D","presentation","2023","Ryu, Byungki; Chung, Jaywan; Park, Jongho; Lee, Jaeki; Jang, Jeongin; Park, Sungjin; Katsura, Yukari; de Boor, Johannes; Ziolkowski, Pawel; Park, SuDong","(invited) Thermoelectric Integral equations for efficiency calculations with temperature- dependent properties and interface resistances: a comprehensive framework from materials to devices","","","","","","Thermoelectric phenomena enable direct conversion between thermal and electrical energy. Accurate efficiency calculations are crucial for the evaluation of high-performance materials and the derivation of optimized device designs. This presentation will introduce a thermoelectric integral equation formalism for calculating thermoelectric device efficiency, considering temperature-dependent thermoelectric properties (TEPs) and interfacial resistances. We will begin by introducing the thermoelectric differential equations, which describe macroscopic charge and heat transport. Firstly, assuming moderately varying TEPs, we will revisit the single-parameter theory as the base for a constant-property model (CPM) and extend it to a constant Seebeck-coefficient model (CSM). We will discuss results and provide a comparison with differently calculated values for the figure of merit ZT, including integral-average ZT, effective (or general) ZT, and engineering ZT. Secondly, we will introduce thermoelectric integral equations for thermoelectric generator by projecting the multidimensional into a one-dimensional case. Then, we will derive a multi-parameter efficiency theory for simple and highly accurate efficiency prediction uncovering two hidden parameters derived from asymmetric Thomson and Joule heating within a thermoelectric leg: we call this the three thermoelectric degrees of freedom theory. With a constant heat-flux temperature approximation, we will formulate thermoelectric algebra for power generation and heat flow in the devices. Lastly, the thermoelectric integral equation formalism will be applied in numerical efficiency calculations to explore efficiency space: best thermoelectric efficiency of ever-explored materials over thermoelectric material databased (Starrydata2.org), optimal segmented device design, and fabrication of high-performance devices.","2023-06-23","2023-05-01 15:21:54","2025-04-24 15:15:44","","","","","","","","","","","","","","Seattle, US","en","","Invited Oral","","","","","","","C:\Users\cta4r\Zotero\storage\KJJ9TXTI\Ryu 등 - Thermoelectric Integral equations for efficiency c.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICT 2023","","","","","","","","","","","","","","","",""
"J8FC2CYY","presentation","2023","Ryu, Byungki; Chung, Jaywan; Kumagai, Masaya; Katsura, Yukari; Park, SuDong","Best thermoelectric efficiency exploration by solving thermoelectric integral equation over material big data of Starrydata2","","","","","https://thermoelectric-conference.eu/","In this presentation, we report the best thermoelectric efficiency for thermoelectric power generation devices [1]. We develop a thermoelectric integral equation framework to calculate thermoelectric efficiency with temperature dependent properties within the long-leg approximation [2], which is fast and exact one-dimensional temperature-solving method.  By combining the thermoelectric material database of Starrydata2 [3] and the integral framework, 100 million device efficiencies are calculated over approximately 13,000 published materials data (from roughly 3,000 publications) under various device geometries, interface qualities, thermal boundary conditions, and electrical currents. As a result, best thermoelectric efficiency is explored for a given hot side temperature range when cold side is 300 K. Our results show that the theoretical best efficiency is 17.1% for a single-stage P-N leg-pair device, surpassing 10% and 13.3% experimental records for single- and multiple-stage devices, respectively. It indicates that optimal material selection and advanced multistage structures with small interfacial/contact resistance may enhance thermoelectric efficiency significantly. From calculations we find that a very high efficiency more than 24% is achievable in a multistage device structure.  References [1] B. Ryu et al. iScience, 26, 106494 (2023) [2] B. Ryu, J. Chung, S.D. Park, iScience, 24, 102934 (2021) [3] Y. Katsura et al. Sci. Technol. Adv. Mater., 20, 511-520 (2019)  Acknowledgments This work was supported by the KERI-NST-MSIT (23A01002), KETEP-MOTIE (2021202080023D), NRF-MSIT (2022M3C1C8093916), Korea. YK and MK were supported by JST Crest (JPMJCR19J1), Japan.","2023-09-17","2023-05-01 15:24:23","2023-09-27 11:40:12","","","","","","","","","","","","","","Prague, Czech Republic","en","","Oral","","","","","","","C:\Users\cta4r\Zotero\storage\PJLN76ZP\Ryu 등 - Best thermoelectric efficiency exploration by solv.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19 th European Conference on Thermoelectrics (ECT 2023)","","","","","","","","","","","","","","","",""
"XPCL3L8X","presentation","2023","Ryu, Byungki; Chung, Jaywan; Park, Sungjin; Park, SuDong","Thermoelectric algebraic representation: equations and inequalities for simple thermoelectric device design","","","","","https://thermoelectric-conference.eu/","Poster","2023-09-17","2023-05-01 15:24:26","2023-09-27 11:40:17","","","","","","","","","","","","","","Prague, Czech Republic","en","","","","","","","","","C:\Users\cta4r\Zotero\storage\JGYXVQ7V\Ryu 등 - Thermoelectric algebraic representation equations.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19 th European Conference on Thermoelectrics (ECT 2023)","","","","","","","","","","","","","","","",""
"S97F45V2","presentation","2023","Ryu, Byungki","Thermoelectric Efficiency: From Data to Future, From Materials to Devices","","","","","https://tsukuba-conference.com/","","2023-09-26","2023-06-06 08:12:09","2023-09-27 11:41:05","","","","","","","","","","","","","","Tsukuba, Japan","en","","Invited","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tsukuba Conference","","","","","","","","","","","","","","","",""
"LB8F84B7","presentation","2023","Ryu, Byungki","(invited) Exploring Best Thermoelectric Device Efficiency by Using Integral Formalism and Thermoelectric Properties Big Data: A Theoretical Approach","","","","","","","2023-12-14","2023-06-06 08:13:15","2024-02-21 08:15:26","","","","","","","","","","","","","","Kyoto, Japan","en","","Oral Invited","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MRM2023/IUMRS-ICA2023","","","","","","","","","","","","","","","",""
"FZAYIHLZ","presentation","2023","Ryu, Byungki; Chung, Jaywan; Park, SuDong","Algebraic Approach to Predicting Thermoelectric Power Module Performance: with Temperature Dependent Properties and Contact Resistance","","","","","","Thermoelectric performance can be easily estimated using the thermoelectric figure of merit ZT. When thermoelectric properties are slowly varying with temperature, the performance can be accurately described within the constant property model (CPM). However, as thermoelectric properties are strongly temperature-dependent and there are non-negligible contact thermal and electrical resistances, there are difficulties for accurate performance prediction using the CPM model with ZT or the compatibility factor, thereby hindering device-level thermoelectric module design. Here, we would like to present an accurate yet simplified method to predict the performance of thermoelectric generator modules, considering both temperature-dependent properties and thermal/electrical contact resistances. This method is based on a thermoelectric integral formalism, recently developed by KERI. First, we will review the three-parameter theory, called the ""three thermoelectric degrees of freedom,"" which accounts for Thomson and asymmetric Joule heat. Then we will extend this theory for the thermoelectric algebraic representation for thermoelectric module performance prediction. Notably, this thermoelectric algebra can be used with electrical and thermal contact/interfacial resistances and temperature-dependent properties, without knowing the temperature distribution inside thermoelectric legs in a module. Furthermore, this algebraic approach can be used for advanced multistage-leg module design.   Ref: Ryu, Chung, Park, iScience 24, 102934 (2021)","2023-10-25","2023-07-16 15:39:11","2024-10-27 14:20:49","","","","","","","","","","","","","","EXCO, Daegu, Korea","","","Oral","","","","","","","C:\Users\cta4r\Zotero\storage\LZHQWKV8\BRyu_20231025_대한금속재료학회2023가을_열전대수방정식 - v10.pptx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","대한금속재료학회(KIM) 2023 Fall","","","","","","","","","","","","","","","",""
"XPLHJPI9","presentation","2024","Ryu, Byungki; Ayachi, Sahar; Park, Sungjin; Park, SuDong; Mueller, Eckhard; de Boor, Johannes","Role of Impurity Defects in Thermoelectric Material Property Degradation of Mg<sub>2</sub>(Si,Sn) Modules","","","","","https://meetings.aps.org/Meeting/MAR24/Session/N64.7","","2024-03-06","2024-02-21 08:29:07","2024-03-28 10:48:07","2024-02-21 08:29:07","","","","","","","","","","","","","Minneapolis, US","","","Oral","","","","","","","C:\Users\cta4r\Zotero\storage\XP3M5W5M\N64.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","APS March Meeting 2024","","","","","","","","","","","","","","","",""
"5KR5GQM3","presentation","2024","Ryu, Byungki; Park, Sungjin; Jang, Jeongin; Park, Jongho; Son, Ji-Hee; Chung, Jaywan; Ayachi, S; Duparchy, A; Mueller, E; de Boor, J; Park, SuDong","Thermoelectric Instability in Mg-based Thermoelectric Alloys","","","","","","","2024-07-01","2024-02-21 08:58:27","2024-07-23 14:09:11","","","","","","","","","","","","","","Krakow, Poland","en","","Oral","","","","","","","C:\Users\cta4r\Zotero\storage\79F59AML\BRyu_20240701 ICT2024 - Thermoelectric Instability in Mg-based Alloys v1.0.0 - 스크립트.pdf; C:\Users\cta4r\Zotero\storage\U65JBNUK\BRyu_20240701 ICT2024 - Thermoelectric Instability in Mg-based Alloys v1.0.0.pdf; C:\Users\cta4r\Zotero\storage\2K4RGA4D\BRyu_20240701 ICT2024 - Thermoelectric Instability in Mg-based Alloys v1.0.0.pptx; C:\Users\cta4r\Zotero\storage\HARUR2GN\Ryu 등 - Thermoelectric Instability in Mg-based Thermoelect.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICT/ECT 2024","","","","","","","","","","","","","","","",""
"PQRPXEEC","presentation","2024","Ryu, Byungki","열전 튜토리얼- 열전 발전 소자와 에너지 변환의 이해","","","","","","열전 현상이란 열에너지와 전기에너지 간 직접변환 현상이다. 온도차의 전압 변환인 제벡 효과와 전류를 통한 열전류인 펠티에 효과가 발현되는 열전 소재 시스템인 열전 소자에 적절한 열/전기 조건을 인가하여 열-전기 변환 열전 소자를 만들 수 있는데, 작은 온도차에도 반응하기 때문에, 센서, 낮은 온도차 활용 폐열 회수 기술로 응용이 가능하다. 열전 소자는 하나의 열기관이기 때문에, 열전 발전 기술을 거꾸로 작동시켜 열전 냉각 기술로도 활용할 수 있다. 본 튜토리얼 발표에서는 열전 소자 중에서도 열-전기 발전 소자에 작동 원리를 이해하고 성능을 계산하는 방법에 대해 논의하고자 한다. 튜토리얼은 아래의 내용을 포함하고자 한다. 1) 열전 현상과 열전미분방정식 2) 열전 소재와 물성: 온도에 따라 변화는 열전 물성 3) 열전 발전 소자의 구조: 1차원 간이 모델 근사, ZT의 유도 4) 열전 소자의 성능: 소자 내 온도 본포, 열전방정식(flux form), 효율연산 5) 열전 소자 개발 예, 그리고 최신 이슈에 관하여 본 튜토리얼에 있어 필요한 사전 지식은 다음과 같다: 미적분학(대학교수준).","2024-04-26","2024-03-28 10:42:57","2024-10-27 14:20:44","","","","","","","","","","","","","","CECO, Changwon, Korea","","","Oral","","","","","","","C:\Users\cta4r\Zotero\storage\BXQZV6M8\학술대회 발표 신청 탬플릿_2024 류병기.doc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","대한금속재료학회(KIM) 2024 Spring","","","","","","","","","","","","","","","",""
"5YC8SYVQ","presentation","2024","Park, Jongho; Jang, Jeongin; Ryu, Byungki; Park, SuDong","Fabricating Durable Silicide-Telluride Thermoelectric Modules through Chemically-Thermally-Designed Joining Process for Multiple Usability","","","","","","Thermoelectric modules convert temperature differences to electrical energy [1,2]. However, the modules faces fabrication challenges and performance drop due to metal-semiconductor interface resistance and material instability at high temperatures [2-5]. Traditional low-temperature soldering or liquid metal joining techniques can reduce long-term and consistent functionality due to significant performance degradation after operation or measurement, limiting multiple usability. More specifically, after operations at high temperatures, soldered modules experience a significant performance drop because the operating temperature is much higher than the melting point of the solder paste. And the modules may lose their functionality in discontinuous measurement and use. Meanwhile, brazing technology involves a high-temperature process that could potentially harm thermoelectric materials, as these temperatures might exceed the sintering temperature of the materials. In this presentation, to overcome these limitations, we applied chemically-thermally-designed brazing technology to thermoelectric generator module fabrication, enabling higher temperature operation and robust leg-substrate joining. We developed a silicide-telluride leg-pair thermoelectric generator module (TGM) using higher-manganese silicide (HMS) for p-type and Bi-doped PbTe (PbTeBi) for n-type. By selecting appropriate metallic layers and optimizing one-step sintering conditions, we minimized chemical and thermal damage during brazing at 650-750°C. The brazed 2-pair HMS-PbTeBi TGMs demonstrated a maximum power output of 0.43 W and an optimal efficiency of 4.4% at a temperature difference of 423°C (450°C hot side, 27°C cold side), maintaining stable performance under both continuous and discontinuous measurements. This indicates the successful fabrication of durable, multiple-use thermoelectric modules capable of operating effectively beyond room temperature conditions, marking a significant advancement in thermoelectric technology. References: [1] Ryu B, Chung J, Park S. Thermoelectric degrees of freedom determining thermoelectric efficiency. iScience. 2021 Sep 24;24(9):102934. 1. [2] Ryu B, Chung J, Kumagai M, Mato T, Ando Y, Gunji S, et al. Best thermoelectric efficiency of ever-explored materials. iScience. 2023 Apr 21;26(4):106494. [3] Ayachi S, Deshpande R, Ponnusamy P, Park S, Chung J, Park S, et al. On the relevance of point defects for the selection of contacting electrodes: Ag as an example for Mg2(Si,Sn)-based thermoelectric generators. Materials Today Physics. 2021 Jan 1;16:100309. [4] Ayachi S, Park S, Ryu B, Park S, Mueller E, de Boor J. High-Performance Thermoelectric Devices Made Faster: Interface Design from First Principles Calculations. Advanced Physics Research. 2024 Jan 29;3(1):2300077.  [5] Duparchy A, Deshpande R, Sankhla A, Ghosh S, Camut J, Park S, et al. Instability Mechanism in Thermoelectric Mg2(Si,Sn) and the Role of Mg Diffusion at Room Temperature. Small Science. 2024 Feb 15;n/a(n/a):2300298.","2024-07-02","2024-03-28 10:50:18","2024-07-23 14:10:30","","","","","","","","","","","","","","Krakow, Poland","en","","Poster","","","","","","","C:\Users\cta4r\Zotero\storage\7HXNBVB7\Park 등 - Fabricating Durable Silicide-Telluride Thermoelect.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICT/ECT 2024","","","","","","","","","","","","","","","",""
"PE46YLI5","presentation","2024","Ghosh, S; Abdelbaky, M; Ryu, Byungki; Mertin, W; Müller, E; de Boor, J","Micro/Nano-Scale Characterization of Magnesium Silicide-based Composites: Correlating Kelvin Probe Force Microscopy with SEM/EDX Analysis","","","","","","The efficiency of a thermoelectric (TE) generator in converting otherwise wasted thermal energy into useful electrical power relies on the performance of its constituent TE materials. This performance, in turn, is limited within uniform bulk materials due to the interplay of three fundamental TE transport properties: the Seebeck coefficient, electrical conductivity, and thermal conductivity. Manipulating electronic band alignment in composite materials at the micro/nanoscale has the potential to disentangle these TE properties by selectively filtering charge carriers. Magnesium silicide-based materials, known for spontaneous nanostructured composite formation, emerge as preferred choices due to varying band gaps determined by the Si:Sn ratio. These materials exhibit promising TE properties in the 500-800 K temperature range, offering cost-effective and environmentally friendly options. Conventional bulk property measurements often lack sensitivity to detect subtle charge carrier filtering effects, necessitating micro/nano-scale characterizations of multi-phase materials[1]. Additionally, despite their potential, these materials face stability challenges, particularly due to magnesium loss over time[2]. To address these issues, our research employed Kelvin probe force microscopy (KPFM) to simultaneously probe topography and the contact potential difference (CPD) of each phase over time. Time-dependent topography analysis at room temperature in ambient atmosphere revealed oxide layer formation, primarily in the Sn-rich phase grain boundary after a few days, escalating over time to encompass the entire Sn-rich region after a few weeks. Stability is closely tied to the Si:Sn ratio, as evidenced by minimal topography changes in the Si-rich region. The CPD provides the work function of individual phases, enabling estimation of the Fermi level position with respect to the vacuum level. Utilizing this information and first-principles calculations allows determination of band alignment at the interface of composite materials, facilitating optimization through effective energy filtering. The KPFM analysis approach represents a significant advancement in composite material optimization, providing insights into band alignment for effective energy filtering and studying stability over time to comprehend material degradation. This micro-nano scale characterization, addressing both stability and performance, is crucial for the practical application of these multi-phase materials. References: [1] Ghosh, S., Naithani, H., Ryu, B., Oppitz, G., Müller, E. and de Boor, J. Towards energy filtering in Mg2X-based composites: Investigating local carrier concentration and band alignment via SEM/EDX and transient Seebeck microprobe analysis. Materials Today Physics. 38, 101244, (2023). [2] Duparchy, A., Deshpande, R., Sankhla, A., Ghosh, S., Camut, J., Ryu, B., Park, S., Park, S., Müller, E., de Boor, J. Instability mechanism in thermoelectric Mg2(Si,Sn) and the role of Mg diffusion at room temperature. Small Science. (2024) [under review].","2024-07-03","2024-03-28 10:52:16","2024-07-23 14:13:12","","","","","","","","","","","","","","Krakow, Poland","en","","Oral","","","","","","","C:\Users\cta4r\Zotero\storage\TYXUNZ4K\Ghosh 등 - MicroNano-Scale Characterization of Magnesium Sil.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICT/ECT 2024","","","","","","","","","","","","","","","",""
"ZJ5QELZL","presentation","2024","Ryu, Byungki; Jang, Jeongin; Park, Jongho; Son, Ji-Hee; Park, Sungjin; Park, SuDong; Ayachi, Sahar; Duparchy, Amandine; Mueller, Eckhard; de Boor, Johannes","Understanding Thermoelectric Instability in Mg-based Thermoelectric Alloys","","","","","","While many high-ZT thermoelectric materials have been developed so far, fabricating high-performance thermoelectric modules remains challenging. In this presentation, I will address the origins of the technical gap between thermoelectric materials and modules. This gap may be due to thermoelectric imperfections such as module failure, performance gaps between theory and experiment, and thermoelectric instability. Among these issues, I will focus on atomic and electronic structure-related thermoelectric instability, particularly in Mg-based thermoelectric alloys. The presentation will cover: (1) phase instability driven by chemical potential gradients, (2) transport property instability driven by formation of charged impurity defects, and (3) microstructural evolution owing to structural metastability. Understanding material-level instability in thermoelectric modules will contribute to improving the thermodynamic stability of both thermoelectric materials and their contacts and interfaces.","2024-10-28","2024-10-27 14:19:11","2024-10-27 14:31:43","","","","","","","","","","","","","","Alpensia, Pyeongchang, Korea","","","열전분과 Oral","","","","","","","C:\Users\cta4r\Zotero\storage\DP4RP2H5\Ryu - Understanding Thermoelectric Instability in Mg-bas.pdf; C:\Users\cta4r\Zotero\storage\SCHP42ID\초록 1 bryu kim 2024 10 fall abs TE instability.pdf","","","","","","","Jang, Jeongin; Park, Jongho; Son, Ji-Hee; Park, Sungjin; Park, SuDong; Ayachi, Sahar; Duparchy, Amandine; Mueller, Eckhard; de Boor, Johannes","","","","","","","","","","","","","","","","","","","","","","","","","","대한금속재료학회(KIM) 2024 Fall","","","","","","","","","","","","","","","",""
"UY6XCJT4","presentation","2024","Oh, Seunghyun","열전방정식 유한요소해석을 통한 숏레그형-중온용 열전발전소자의 출 력 성능과 기생저항의 영향 분석","","","","","","열전 현상이란 열에너지와 전기에너지 간 직접변환 현상으로, 미활용 에너지를 회수하는 등 열전발전 기술로 응용될 수 있다. 열전 소자의 발전 출력은 레그의 높이에 반비례하여 증가하나, 기생저항에 따른 에너지 손실 비율이 커지는 단점을 가지고 있다[1]. 본 연구는 전기연에서 개발한 숏레그 폼팩터를 가지는 고출력 중온용 열전 발전 소자[2]의 발전 성능과 계면저항을 분석하는 데 목적이 있다. 열전방정식 유한요소해석을 통해 해당 열전 발전 소자의 성능을 시뮬레이션하고 기생저항의 영향을 분석하였다. 1차원 해석은 한국전기연구원에서 자체개발한 열전적분방정식 기반 pykeri2019 코드를 사용하였고[3], 2차원 및 3차원은 유한요소해석 기반 COMSOL 다중물리 소프트웨어를 사용하였다. 분석 대상 소자 모델로는 전기연이 개발한 높이 1.5 mm의 숏레그형 (p)GeTeSb-(n)PbTeBi 레그쌍 중온용 열전 발전 소자를 선택하였다. 이 소자는 고온부 500°C 작동 기준, 실험 측정 환산출력밀도 2.0 W·cm-2 와 에너지 변환 효율 약 7%를 나타내며[2], 이는 이론 성능 대비 1/2 내지 1/4 수준으로 매우 낮은 수치이다. 계산을 통해 소자의 전압, 출력, 열전류를 분석하여 열전 발전 소자 내 기생저항의 크기를 추정하였다. 전기 계면저항은 약 10 μΩ·cm2, 접촉 열전도도는 약 10 kW·m-2·K-1으로 추정되었으며, 이는 실험으로 측정된 값의 범위와 일치하였다. 이러한 접근 방식은 열전 소자의 성능을 저하 시키는 원인을 분석하는 데 기여하며, 더 진보된 소자를 개발할 기회를 제공할 것으로 기대된다.  [1] Byungki Ryu et al., Best thermoelectric efficiency of ever-explored materials, iScience 26, 106494 (2023).  [2] Jongho Park et al., Fabrication of telluride-based thermoelectric power generator module for high-power density electricity generation for mid-temperature applications, 2023 대한금속재료학회 춘계학술대회, 2023.4.26., 제주 ICC.  [3] Byungki Ryu et al., Thermoelectric degrees of freedom determining thermoelectric efficiency, iScience 24, 102934 (2021).","2024-10-28","2024-10-27 14:29:16","2024-12-12 05:25:56","","","","","","","","","","","","","","Alpensia, Pyeongchang, Korea","","","열전분과 Oral","","","","","","","C:\Users\cta4r\Zotero\storage\6GUBDKGD\Oh - 2024 - 열전방정식 유한요소해석을 통한 숏레그형-중온용 열전발전소자의 출 력 성능과 기생저항의 영향.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","대한금속재료학회(KIM) 2024 Fall","","","","","","","","","","","","","","","",""
"ICQALVA3","presentation","2024","Ryu, Byungki; Chung, Jaywan; Park, SuDong","Thermoelectric Device Physics: Bridging the performance gap between materials and modules","","","","","","Thermoelectric heat engine transforms thermal energy directly into electrical energy via thermoelectric effects. Since Ioffe's formulation, thermoelectric material figure of merit ZT has been used for simple material evaluation [1]. However, there is no analytic expression for thermoelectric module efficiency for wide temperature applications owing to the nonlocality arising from temperature dependent thermoelectric properties [2]. In 2021, Ryu et al. reported that thermoelectric efficiency has three thermoelectric degrees of freedom (DOFs), indicating the inexactness of single parameter theory [3]. Meanwhile, recent mathematical analysis by Chung et al. proved that there is an explicit maximum efficiency formula when the Seebeck coefficient is temperature-independent, so called Constant Seebeck-coefficient Model (CSM) [4]. In this model, the efficiency is a single-parameter function of ZeffTmid = <α>2 Tmid / <ρκ>, where α, ρ, κ, and Tmid are Seebeck coefficient, electrical resistivity, thermal conductivity, and middle of hot and cold side, and the bracket <.> indicates averaging over temperature. And the Zeff is exactly same to the one-shot approximation of the first DOF (Zgen(0)Tmid) in reference [4]. Here, we proposed a single parameter theory based on Constant Seebeck-coefficient Approximation (CSA) in which the temperature average Seebeck coefficient is regarded as a constant Seebeck coefficient in the CSM. Efficiency prediction accuracy of CSA using ZeffTmid was tested over 300 experimental thermoelectric properties data, and it was compared to other average ZT schemes and multiple parameter theories based on 3 DOFs. For slowly varying Seebeck coefficients, CSA theory not only provides a very accurate maximum efficiency formula, but also provides a very accurate approximate algebraic expression. Moreover, our CSA form outperforms previous averaging schemes such as integral Z, integral ZT, and engineering ZT. Finally, we extended the CSA theory to the design of segmented-leg module and p-n leg pair module. We believe that our simple CSA theory can be applied to module and system level thermoelectric conversion engineering.","2024-11-26","2024-11-29 16:50:20","2024-12-12 05:21:01","","","","","","","","","","","","","","Shinhwa Resort, Landing, Jeju","","","Oral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ENGE 2022","","","","","","","","","","","","","","","",""
